participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,flanking_cue,response_window,response_time,first_button,correct_button,trial_type,second_button,late_response,displayed_cue
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,6,C,820,756.14994764328,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,7,C,810,800.3159761428833,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,8,A,870,715.9689664840698,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,9,B,800,567.0220255851746,NO,1,INCONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,10,D,860,809.6530437469482,NO,1,CONGRUENT,YES,0,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,11,B,780,790.7969951629639,NO,1,INCONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,12,B,770,872.8330135345459,NO,1,INCONGRUENT,YES,1,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,13,A,760,874.610960483551,NO,1,INCONGRUENT,YES,1,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,14,C,750,721.2389707565308,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,15,B,740,783.1699848175049,NO,1,INCONGRUENT,YES,1,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,16,C,730,817.3879981040955,YES,1,INCONGRUENT,NO,1,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,17,C,840,825.3090381622314,NO,1,CONGRUENT,YES,0,C
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,18,D,800,802.7840256690979,NO,1,CONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,19,C,720,739.188015460968,YES,1,INCONGRUENT,NO,1,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,20,D,710,N/A,NO,0,INCONGRUENT,NO,1,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,21,C,870,752.174973487854,YES,1,INCONGRUENT,NO,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,22,A,790,863.5460138320923,YES,1,CONGRUENT,NO,1,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,23,D,780,855.9679985046387,NO,1,CONGRUENT,YES,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,24,B,770,548.8550066947937,YES,1,CONGRUENT,NO,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,25,C,860,635.9440088272095,YES,1,INCONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,26,B,850,N/A,NO,0,INCONGRUENT,NO,1,D
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,27,A,760,627.2409558296204,YES,1,CONGRUENT,NO,0,A
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,28,D,890,370.09501457214355,NO,0,INCONGRUENT,YES,0,B
ADMIN-UCSF-BK001,2017-10-16 20:23:03+00:00,2017-10-25 14:31:52+00:00,,,29,B,750,341.8949842453003,YES,1,CONGRUENT,NO,0,B
