participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,response_time,response_window,trial_accuracy,position_is_top,correct_button,late_response
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,22,536.6629958152771,340,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,23,0,480,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,23,449.4040012359619,380,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,24,358.2870364189148,480,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,24,347.33498096466064,420,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,25,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,25,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,26,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,26,0,410,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,27,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,27,315.9400224685669,410,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,28,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,28,297.0280051231384,400,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,29,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,29,0,380,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,30,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,30,0,380,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,31,0,400,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,31,379.29195165634155,380,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,32,285.7849597930908,400,False Alarm,0,0,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,32,361.84996366500854,340,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,33,0,440,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,33,344.0219759941101,380,False Alarm,0,0,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,34,0,440,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,34,427.3480176925659,420,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,35,0,440,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,35,531.7350029945374,500,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,36,N/A,440,Miss,1,0,1
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,36,446.4000463485718,660,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,37,0,480,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,37,0,650,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,38,0,480,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,38,283.66899490356445,650,Hit,1,1,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Impulsive,39,574.3809938430786,480,Miss,1,0,0
ADMIN-UCSF-BK004,2017-10-16 21:00:20+00:00,2017-10-19 21:30:24+00:00,,Sustained,39,N/A,640,Miss,1,0,1
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,0,425.61203241348267,600,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,0,471.69798612594604,600,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,1,532.4680209159851,590,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,1,426.1150360107422,590,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,2,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,2,358.96801948547363,580,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,3,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,3,510.4079842567444,560,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,4,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,4,485.1980209350586,520,Hit,1,1,0
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Impulsive,5,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BK001,2017-10-16 20:19:31+00:00,2017-10-25 14:31:52+00:00,,Sustained,5,400.5590081214905,440,Hit,1,1,0
