participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,correct_button,response_window,inter_time_interval,late_response,response_time
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,7,0,220,500,1,361.1909747123718
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,7,1,440,500,0,420.5719828605652
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,8,0,260,500,1,294.0099835395813
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,8,1,420,500,0,311.72895431518555
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,9,1,340,500,0,333.34702253341675
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,9,0,380,500,1,416.9769883155823
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,10,1,330,500,0,250.29700994491577
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,10,1,420,500,0,373.66098165512085
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,11,1,320,500,0,259.43899154663086
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,11,1,410,500,0,359.0899705886841
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,12,0,300,500,1,310.66495180130005
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,12,0,400,500,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,13,1,340,500,0,256.7039728164673
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,13,0,,,,
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,14,0,,,,
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,14,1,440,500,0,258.1990361213684
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,15,0,330,500,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,15,1,430,500,0,379.086971282959
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,16,0,,,,
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,16,1,420,500,0,221.21602296829224
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,17,0,370,500,1,132.03001022338867
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,17,1,400,500,0,305.85503578186035
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Left,18,1,410,500,0,308.6259961128235
