participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,position_is_top,correct_button,response_window,late_response,response_time
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_12,9,1,1,1370,0,1273.0119824409485
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_4,9,1,0,1070,0,565.9639835357666
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_12,9,1,1,1250,0,687.425971031189
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_4,9,1,1,990,0,591.1040306091309
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_12,10,0,0,1360,1,1424.7320294380188
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_4,10,1,1,1110,0,736.2580299377441
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_12,10,1,1,1240,0,894.2370414733887
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_4,10,0,1,950,0,708.113968372345
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_12,11,1,1,1400,0,1146.0109949111938
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_4,11,1,0,1100,0,915.0100350379944
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_12,11,0,1,1230,0,868.2900071144104
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_4,11,1,1,870,0,583.0649733543396
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_12,12,0,1,1390,0,992.8680062294006
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Conjunction_4,12,0,0,1140,1,1250.6470084190369
ADMIN-UCSF-BS004,2017-12-08 21:42:00+00:00,2017-12-12 17:39:05+00:00,,Feature_12,12,1,1,1210,0,579.5530080795288
