participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,response_time,response_window,trial_accuracy,position_is_top,correct_button,late_response
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,35,403.8800001144409,480,False Alarm,0,0,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,36,0,460,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,36,564.2820000648499,520,Miss,1,0,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,37,0,460,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,37,604.4470071792603,560,Miss,1,0,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,38,0,460,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,38,450.9579539299011,640,Hit,1,1,0
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Impulsive,39,0,460,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS004,2017-12-08 21:33:17+00:00,2017-12-12 17:39:05+00:00,,Sustained,39,0,630,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,0,0,600,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Sustained,0,461.40801906585693,600,Hit,1,1,0
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,1,362.07401752471924,600,False Alarm,0,0,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Sustained,1,328.6299705505371,590,Hit,1,1,0
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,2,0,640,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Sustained,2,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,3,0,640,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Sustained,3,0,580,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,4,0,640,Correct Rejection,0,1,N/A
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Sustained,4,381.339967250824,580,Hit,1,1,0
ADMIN-UCSF-BS001,2017-12-08 21:53:00+00:00,2017-12-12 17:39:05+00:00,,Impulsive,5,0,640,Correct Rejection,0,1,N/A
